mean_dem_ev,median_dem_ev,mode_dem_ev,upper_90_dem_ev,lower_90_dem_ev,upper_60_dem_ev,lower_60_dem_ev,dem_win_prob,rep_win_prob,mean_dem_vote,median_dem_vote,mode_dem_vote,upper_90_dem_vote,lower_90_dem_vote,upper_60_dem_vite,lower_60_dem_vote,dem_vote_win_prob,rep_vote_win_prob,dem_popvote_dem_ec,dem_popvote_rep_ec,rep_popvote_rep_ec,rep_popvote_dem_ec,date,dem_poll_average_low,dem_poll_average_high,dem_poll_average_mean
350.825,356,374,415,259,388,319,0.966,0.033,0.543,0.543,0.56,0.571,0.516,0.555,0.532,0.999,0.001,0.966,0.032,0.001,0,2020-11-03,0.513,0.573,0.544
