,Date,CloseSharePrice,model,office,candidate,win_prob
628,9/17/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4427480916030534
629,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007633587786259542
630,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007633587786259542
631,9/17/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.3435114503816794
632,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007633587786259542
633,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007633587786259542
634,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007633587786259542
635,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007633587786259542
636,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007633587786259542
637,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007633587786259542
638,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007633587786259542
639,9/17/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007633587786259542
640,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007633587786259542
641,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007633587786259542
642,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007633587786259542
643,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007633587786259542
644,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007633587786259542
645,9/17/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015267175572519083
646,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007633587786259542
647,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007633587786259542
648,9/17/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007633587786259542
649,9/17/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007633587786259542
650,9/18/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030769230769230774
651,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007692307692307694
652,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007692307692307694
653,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007692307692307694
654,9/18/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4461538461538462
655,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007692307692307694
656,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007692307692307694
657,9/18/2020 12:00:00 AM,0.44,PredictIt,P,Trump,0.33846153846153854
658,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007692307692307694
659,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007692307692307694
660,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007692307692307694
661,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007692307692307694
662,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007692307692307694
663,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007692307692307694
664,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007692307692307694
665,9/18/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007692307692307694
666,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007692307692307694
667,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007692307692307694
668,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007692307692307694
669,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007692307692307694
670,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007692307692307694
671,9/18/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015384615384615387
672,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007692307692307694
673,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007692307692307694
674,9/18/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007692307692307694
675,9/18/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007692307692307694
676,9/19/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030534351145038167
677,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007633587786259542
678,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007633587786259542
679,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007633587786259542
680,9/19/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4427480916030534
681,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007633587786259542
682,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007633587786259542
683,9/19/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.3435114503816794
684,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007633587786259542
685,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007633587786259542
686,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007633587786259542
687,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007633587786259542
688,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007633587786259542
689,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007633587786259542
690,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007633587786259542
691,9/19/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007633587786259542
692,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007633587786259542
693,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007633587786259542
694,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007633587786259542
695,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007633587786259542
696,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007633587786259542
697,9/19/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015267175572519083
698,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007633587786259542
699,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007633587786259542
700,9/19/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007633587786259542
701,9/19/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007633587786259542
702,9/20/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030303030303030307
703,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757577
704,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757577
705,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757577
706,9/20/2020 12:00:00 AM,0.57,PredictIt,P,Biden,0.4318181818181818
707,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757577
708,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757577
709,9/20/2020 12:00:00 AM,0.46,PredictIt,P,Trump,0.34848484848484856
710,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757577
711,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757577
712,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757577
713,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757577
714,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757577
715,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757577
716,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757577
717,9/20/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757577
718,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757577
719,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757577
720,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757577
721,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757577
722,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757577
723,9/20/2020 12:00:00 AM,0.03,PredictIt,P,Clinton,0.022727272727272728
724,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757577
725,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757577
726,9/20/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757577
727,9/20/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757577
728,9/21/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030303030303030307
729,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757577
730,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757577
731,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757577
732,9/21/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4393939393939394
733,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757577
734,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757577
735,9/21/2020 12:00:00 AM,0.46,PredictIt,P,Trump,0.34848484848484856
736,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757577
737,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757577
738,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757577
739,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757577
740,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757577
741,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757577
742,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757577
743,9/21/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757577
744,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757577
745,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757577
746,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757577
747,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757577
748,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757577
749,9/21/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015151515151515154
750,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757577
751,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757577
752,9/21/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757577
753,9/21/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757577
754,9/22/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.03007518796992481
755,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007518796992481203
756,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007518796992481203
757,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007518796992481203
758,9/22/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4360902255639097
759,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007518796992481203
760,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007518796992481203
761,9/22/2020 12:00:00 AM,0.46,PredictIt,P,Trump,0.3458646616541353
762,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007518796992481203
763,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007518796992481203
764,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007518796992481203
765,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007518796992481203
766,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007518796992481203
767,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007518796992481203
768,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007518796992481203
769,9/22/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007518796992481203
770,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007518796992481203
771,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007518796992481203
772,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007518796992481203
773,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007518796992481203
774,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007518796992481203
775,9/22/2020 12:00:00 AM,0.03,PredictIt,P,Clinton,0.022556390977443608
776,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007518796992481203
777,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007518796992481203
778,9/22/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007518796992481203
779,9/22/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007518796992481203
780,9/23/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.022900763358778622
781,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007633587786259542
782,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007633587786259542
783,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007633587786259542
784,9/23/2020 12:00:00 AM,0.57,PredictIt,P,Biden,0.43511450381679384
785,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007633587786259542
786,9/23/2020 12:00:00 AM,0.02,PredictIt,P,Pence,0.015267175572519083
787,9/23/2020 12:00:00 AM,0.46,PredictIt,P,Trump,0.3511450381679389
788,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007633587786259542
789,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007633587786259542
790,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007633587786259542
791,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007633587786259542
792,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007633587786259542
793,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007633587786259542
794,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007633587786259542
795,9/23/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007633587786259542
796,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007633587786259542
797,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007633587786259542
798,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007633587786259542
799,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007633587786259542
800,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007633587786259542
801,9/23/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015267175572519083
802,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007633587786259542
803,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007633587786259542
804,9/23/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007633587786259542
805,9/23/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007633587786259542
806,9/24/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.02307692307692307
807,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007692307692307691
808,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007692307692307691
809,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007692307692307691
810,9/24/2020 12:00:00 AM,0.57,PredictIt,P,Biden,0.43846153846153835
811,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007692307692307691
812,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007692307692307691
813,9/24/2020 12:00:00 AM,0.46,PredictIt,P,Trump,0.3538461538461538
814,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007692307692307691
815,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007692307692307691
816,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007692307692307691
817,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007692307692307691
818,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007692307692307691
819,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007692307692307691
820,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007692307692307691
821,9/24/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007692307692307691
822,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007692307692307691
823,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007692307692307691
824,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007692307692307691
825,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007692307692307691
826,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007692307692307691
827,9/24/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015384615384615382
828,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007692307692307691
829,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007692307692307691
830,9/24/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007692307692307691
831,9/24/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007692307692307691
832,9/25/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030534351145038167
833,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007633587786259542
834,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007633587786259542
835,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007633587786259542
836,9/25/2020 12:00:00 AM,0.57,PredictIt,P,Biden,0.43511450381679384
837,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007633587786259542
838,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007633587786259542
839,9/25/2020 12:00:00 AM,0.46,PredictIt,P,Trump,0.3511450381679389
840,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007633587786259542
841,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007633587786259542
842,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007633587786259542
843,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007633587786259542
844,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007633587786259542
845,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007633587786259542
846,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007633587786259542
847,9/25/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007633587786259542
848,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007633587786259542
849,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007633587786259542
850,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007633587786259542
851,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007633587786259542
852,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007633587786259542
853,9/25/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015267175572519083
854,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007633587786259542
855,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007633587786259542
856,9/25/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007633587786259542
857,9/25/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007633587786259542
858,9/26/2020 12:00:00 AM,0.05,PredictIt,P,Harris,0.03731343283582089
859,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007462686567164179
860,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007462686567164179
861,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007462686567164179
862,9/26/2020 12:00:00 AM,0.57,PredictIt,P,Biden,0.42537313432835816
863,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007462686567164179
864,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007462686567164179
865,9/26/2020 12:00:00 AM,0.47,PredictIt,P,Trump,0.3507462686567164
866,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007462686567164179
867,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007462686567164179
868,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007462686567164179
869,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007462686567164179
870,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007462686567164179
871,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007462686567164179
872,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007462686567164179
873,9/26/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007462686567164179
874,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007462686567164179
875,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007462686567164179
876,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007462686567164179
877,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007462686567164179
878,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007462686567164179
879,9/26/2020 12:00:00 AM,0.03,PredictIt,P,Clinton,0.022388059701492536
880,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007462686567164179
881,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007462686567164179
882,9/26/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007462686567164179
883,9/26/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007462686567164179
884,9/27/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.022900763358778622
885,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007633587786259542
886,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007633587786259542
887,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007633587786259542
888,9/27/2020 12:00:00 AM,0.58,PredictIt,P,Biden,0.4427480916030534
889,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007633587786259542
890,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007633587786259542
891,9/27/2020 12:00:00 AM,0.46,PredictIt,P,Trump,0.3511450381679389
892,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007633587786259542
893,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007633587786259542
894,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007633587786259542
895,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007633587786259542
896,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007633587786259542
897,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007633587786259542
898,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007633587786259542
899,9/27/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007633587786259542
900,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007633587786259542
901,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007633587786259542
902,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007633587786259542
903,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007633587786259542
904,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007633587786259542
905,9/27/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015267175572519083
906,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007633587786259542
907,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007633587786259542
908,9/27/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007633587786259542
909,9/27/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007633587786259542
910,9/28/2020 12:00:00 AM,0.04,PredictIt,P,Harris,0.030303030303030307
911,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007575757575757577
912,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007575757575757577
913,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007575757575757577
914,9/28/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.446969696969697
915,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007575757575757577
916,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007575757575757577
917,9/28/2020 12:00:00 AM,0.45,PredictIt,P,Trump,0.34090909090909094
918,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Gillibrand,0.007575757575757577
919,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Cuomo,0.007575757575757577
920,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Cuban,0.007575757575757577
921,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Zuckerberg,0.007575757575757577
922,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Klobuchar,0.007575757575757577
923,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Haley,0.007575757575757577
924,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Ryan,0.007575757575757577
925,9/28/2020 12:00:00 AM,0.01,PredictIt,P,O'Rourke,0.007575757575757577
926,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Brown,0.007575757575757577
927,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Bloomberg,0.007575757575757577
928,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Yang,0.007575757575757577
929,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Buttigieg,0.007575757575757577
930,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Gabbard,0.007575757575757577
931,9/28/2020 12:00:00 AM,0.02,PredictIt,P,Clinton,0.015151515151515154
932,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Steyer,0.007575757575757577
933,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Jorgensen,0.007575757575757577
934,9/28/2020 12:00:00 AM,0.01,PredictIt,P,West,0.007575757575757577
935,9/28/2020 12:00:00 AM,0.01,PredictIt,P,Hawkins,0.007575757575757577
936,9/29/2020 12:00:00 AM,0.03,PredictIt,P,Harris,0.023437499999999993
937,9/29/2020 12:00:00 AM,0.01,PredictIt,P,Warren,0.007812499999999998
938,9/29/2020 12:00:00 AM,0.01,PredictIt,P,Booker,0.007812499999999998
939,9/29/2020 12:00:00 AM,0.01,PredictIt,P,Kasich,0.007812499999999998
940,9/29/2020 12:00:00 AM,0.59,PredictIt,P,Biden,0.4609374999999999
941,9/29/2020 12:00:00 AM,0.01,PredictIt,P,Sanders,0.007812499999999998
942,9/29/2020 12:00:00 AM,0.01,PredictIt,P,Pence,0.007812499999999998
943,9/29/2020 12:00:00 AM,0.43,PredictIt,P,Trump,0.33593749999999994
